,RunId,iteration,Step,num_nodes,avg_node_degree,initial_outbreak_size,virus_spread_chance,virus_check_frequency,recovery_chance,gain_resistance_chance,virus_letal_chance,Infected,Susceptible,Resistant,Dead,Stable
38,38,3,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,9,0,1,1
39,39,3,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,3,6,1
40,40,3,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,2,8,1
41,41,3,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,2,1,7,1
42,42,3,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,10,0,0,1
43,43,3,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,3,0,7,1
44,44,4,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7,0,1
45,45,4,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,6,2,1
46,46,4,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,4,5,1
47,47,4,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,3,3,4,1
48,48,4,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,1,8,1
49,49,4,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,4,2,4,1
50,50,4,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,3,1,6,1
51,51,4,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,3,7,1
52,52,4,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,9,0,1,1
53,53,4,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,9,0,1,1
54,54,4,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,9,0,1,1
55,55,5,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9,0,1
56,56,5,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,8,1,1
57,57,5,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,9,1,0,1
58,58,5,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,6,3,1
59,59,5,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,4,5,1
60,60,5,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,2,3,5,1
61,61,5,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,2,7,1
62,62,5,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,6,0,4,1
63,63,5,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,3,2,5,1
64,64,5,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,2,6,1
65,65,5,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,2,2,6,1
66,66,6,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8,0,1
67,67,6,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,7,2,1
68,68,6,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,9,0,1,1
69,69,6,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,8,1,1,1
70,70,6,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,1,0,1
71,71,6,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,9,0,1,1
72,72,6,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,2,8,1
73,73,6,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,9,0,1,1
74,74,6,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,5,2,3,1
75,75,6,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,1,7,1
76,76,6,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,4,6,1
77,77,7,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,4,6,0,1
78,78,7,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,8,2,1
79,79,7,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8,0,1
80,80,7,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,2,6,1
81,81,7,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,0,1,1
82,82,7,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,2,2,6,1
83,83,7,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,6,1,3,1
84,84,7,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,0,9,1
85,85,7,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,6,0,4,1
86,86,7,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,2,7,1
87,87,7,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,4,1,5,1
88,88,8,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8,0,1
89,89,8,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,4,5,1
90,90,8,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,8,1,1,1
91,91,8,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,6,1,3,1
92,92,8,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,4,3,3,1
93,93,8,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,2,5,3,1
94,94,8,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,1,8,1
95,95,8,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,2,6,1
96,96,8,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,4,0,6,1
97,97,8,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,2,7,1
98,98,8,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,3,1,6,1
99,99,9,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7,0,1
100,100,9,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,4,5,1
101,101,9,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,8,2,0,1
102,102,9,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,3,6,1
103,103,9,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,2,5,3,1
104,104,9,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,3,1,6,1
105,105,9,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,4,2,4,1
106,106,9,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,3,1,6,1
107,107,9,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,2,8,1
108,108,9,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,5,2,3,1
109,109,9,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,0,9,1
110,110,10,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9,0,1
111,111,10,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,4,6,0,1
112,112,10,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,3,0,7,1
113,113,10,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,10,0,0,1
114,114,10,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,1,0,1
115,115,10,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,3,7,1
116,116,10,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,2,0,8,1
117,117,10,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,5,3,1
118,118,10,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,8,0,2,1
119,119,10,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,1,9,1
120,120,10,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,6,0,4,1
121,121,11,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9,0,1
122,122,11,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,5,4,1
123,123,11,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,4,5,1
124,124,11,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,2,7,1
125,125,11,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,0,4,6,1
126,126,11,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,3,2,5,1
127,127,11,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,1,8,1
128,128,11,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,1,8,1
129,129,11,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,8,1,1,1
130,130,11,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,4,1,5,1
131,131,11,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,4,2,4,1
132,132,12,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7,0,1
133,133,12,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,7,2,1
134,134,12,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,9,1,0,1
135,135,12,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,4,4,1
136,136,12,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,4,5,1
137,137,12,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,3,1,6,1
138,138,12,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,3,1,6,1
139,139,12,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,3,5,1
140,140,12,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,10,0,0,1
141,141,12,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,8,0,2,1
142,142,12,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,9,0,1,1
143,143,13,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8,0,1
144,144,13,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,7,1,1
145,145,13,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,5,4,1
146,146,13,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,0,3,7,1
147,147,13,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,0,1,9,1
148,148,13,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,2,3,5,1
149,149,13,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,2,7,1
150,150,13,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,3,2,5,1
151,151,13,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,2,1,7,1
152,152,13,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,4,1,5,1
153,153,13,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,2,2,6,1
154,154,14,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8,0,1
155,155,14,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,6,3,1
156,156,14,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,3,6,1,1
157,157,14,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,1,7,1
158,158,14,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,2,4,4,1
159,159,14,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,4,5,1
160,160,14,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,1,8,1
161,161,14,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,2,7,1
162,162,14,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,9,1,0,1
163,163,14,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,1,7,1
164,164,14,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,2,0,8,1
165,165,15,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8,0,1
166,166,15,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,5,4,1
167,167,15,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,4,4,1
168,168,15,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,6,3,1
169,169,15,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,8,0,2,1
170,170,15,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,9,0,1,1
171,171,15,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,9,0,1,1
172,172,15,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,3,0,7,1
173,173,15,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,3,1,6,1
174,174,15,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,4,0,6,1
175,175,15,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,5,0,5,1
176,176,16,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,9,1,0,1
177,177,16,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,5,5,1
178,178,16,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,4,5,1
179,179,16,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,3,1,6,1
180,180,16,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,0,1,1
181,181,16,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,9,1,0,1
182,182,16,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,2,2,6,1
183,183,16,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,3,6,1
184,184,16,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,8,0,2,1
185,185,16,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,0,8,1
186,186,16,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,4,1,5,1
187,187,17,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,9,1,0,1
188,188,17,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,6,4,0,1
189,189,17,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,5,4,1
190,190,17,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,3,5,1
191,191,17,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,7,2,1
192,192,17,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,4,6,1
193,193,17,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,2,8,1
194,194,17,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,9,0,1,1
195,195,17,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,9,0,1,1
196,196,17,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,9,0,1,1
197,197,17,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,9,0,1,1
198,198,18,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9,0,1
199,199,18,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,4,3,3,1
200,200,18,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,3,5,2,1
201,201,18,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,8,1,1,1
202,202,18,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,10,0,0,1
203,203,18,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,4,2,4,1
204,204,18,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,1,9,1
205,205,18,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,3,2,5,1
206,206,18,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,9,0,1,1
207,207,18,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,0,8,1
208,208,18,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,2,8,1
209,209,19,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9,0,1
210,210,19,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,6,3,1
211,211,19,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,6,2,2,1
212,212,19,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,9,0,1,1
213,213,19,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,10,0,0,1
214,214,19,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,3,6,1
215,215,19,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,5,4,1
216,216,19,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,4,5,1
217,217,19,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,3,1,6,1
218,218,19,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,1,7,1
219,219,19,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,3,3,4,1
220,220,20,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,4,6,0,1
221,221,20,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,4,5,1,1
222,222,20,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,10,0,0,1
223,223,20,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,6,0,4,1
224,224,20,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,3,2,5,1
225,225,20,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,2,1,7,1
226,226,20,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,8,0,2,1
227,227,20,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,1,8,1
228,228,20,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,1,1,8,1
229,229,20,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,10,0,0,1
230,230,20,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,9,0,1,1
231,231,21,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9,0,1
232,232,21,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,6,4,1
233,233,21,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,5,4,1
234,234,21,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,6,3,1
235,235,21,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,0,2,8,1
236,236,21,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,5,4,1
237,237,21,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,6,2,2,1
238,238,21,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,2,6,1
239,239,21,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,2,0,8,1
240,240,21,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,2,7,1
241,241,21,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,7,1,2,1
242,242,22,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,4,6,0,1
243,243,22,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,7,2,1
244,244,22,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,9,0,1,1
245,245,22,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,6,3,1
246,246,22,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,6,2,2,1
247,247,22,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,2,2,6,1
248,248,22,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,0,10,1
249,249,22,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,1,7,1
250,250,22,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,7,0,3,1
251,251,22,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,1,8,1
252,252,22,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,0,10,1
253,253,23,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7,0,1
254,254,23,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,6,2,1
255,255,23,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,6,3,1
256,256,23,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,5,4,1
257,257,23,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,4,5,1
258,258,23,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,2,2,6,1
259,259,23,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,2,7,1
260,260,23,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,1,9,1
261,261,23,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,1,2,7,1
262,262,23,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,1,7,1
263,263,23,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,2,0,8,1
264,264,24,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7,0,1
265,265,24,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,4,5,1,1
266,266,24,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,3,6,1
267,267,24,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,10,0,0,1
268,268,24,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,3,2,5,1
269,269,24,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,2,7,1
270,270,24,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,9,0,1,1
271,271,24,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,4,4,1
272,272,24,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,2,3,5,1
273,273,24,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,6,0,4,1
274,274,24,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,4,2,4,1
275,275,25,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7,0,1
276,276,25,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,10,0,0,1
277,277,25,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,0,3,7,1
278,278,25,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,4,5,1
279,279,25,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,0,4,6,1
280,280,25,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,6,0,4,1
281,281,25,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,2,3,5,1
282,282,25,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,2,6,1
283,283,25,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,3,0,7,1
284,284,25,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,8,0,2,1
285,285,25,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,2,2,6,1
286,286,26,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8,0,1
287,287,26,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,6,2,1
288,288,26,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,4,4,1
289,289,26,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,3,2,5,1
290,290,26,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,5,1,4,1
291,291,26,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,3,6,1
292,292,26,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,1,9,1
293,293,26,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,4,1,5,1
294,294,26,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,6,1,3,1
295,295,26,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,3,5,1
296,296,26,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,2,7,1
297,297,27,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,0,10,0,1
298,298,27,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,4,4,1
299,299,27,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,5,3,1
300,300,27,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,7,1,2,1
301,301,27,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,3,6,1
302,302,27,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,9,0,1,1
303,303,27,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,9,0,1,1
